ano,mes,data,regiao,uf,municipio,rodovia,tipo_acidente,condicao_climatica,periodo_dia,acidentes,feridos,obitos,veiculos_envolvidos,nivel_gravidade
2016,2,2016-02-01,Sul,PR,Londrina,BR-578,Capotamento,Ensolarado,Noite,20,24,0,30,Moderado
2016,2,2016-02-01,Sul,PR,Londrina,BR-483,Atropelamento,Ensolarado,Tarde,19,15,0,31,Moderado
2016,2,2016-02-01,Sul,SC,Florianópolis,BR-692,Colisão,Ensolarado,Tarde,15,9,0,27,Leve
2016,2,2016-02-01,Sul,SC,Florianópolis,BR-412,Atropelamento,Neblina,Manhã,16,14,0,28,Leve
2016,2,2016-02-01,Sul,SC,Joinville,BR-602,Colisão,Nublado,Tarde,19,6,1,31,Moderado
2016,2,2016-02-01,Sul,SC,Joinville,BR-724,Tombamento,Ensolarado,Manhã,14,10,0,26,Leve
2016,2,2016-02-01,Sul,RS,Porto Alegre,BR-977,Tombamento,Nublado,Tarde,23,19,1,42,Moderado
2016,2,2016-02-01,Sul,RS,Porto Alegre,BR-840,Atropelamento,Nublado,Tarde,21,16,2,35,Grave
2016,2,2016-02-01,Sul,RS,Caxias do Sul,BR-30,Tombamento,Ensolarado,Madrugada,13,6,0,21,Leve
2016,2,2016-02-01,Sul,RS,Caxias do Sul,BR-509,Saída de pista,Chuva,Noite,25,21,0,38,Moderado
2016,3,2016-03-01,Norte,AM,Manaus,BR-377,Tombamento,Ensolarado,Noite,20,13,0,32,Leve
2016,3,2016-03-01,Norte,AM,Manaus,BR-942,Saída de pista,Chuva,Manhã,23,17,1,49,Moderado
2016,3,2016-03-01,Norte,PA,Belém,BR-762,Capotamento,Ensolarado,Noite,22,20,1,34,Moderado
2016,3,2016-03-01,Norte,PA,Belém,BR-418,Tombamento,Ensolarado,Tarde,18,8,2,22,Moderado
2016,3,2016-03-01,Norte,PA,Santarém,BR-48,Atropelamento,Ensolarado,Tarde,12,10,0,20,Leve
2016,3,2016-03-01,Norte,PA,Santarém,BR-938,Capotamento,Ensolarado,Tarde,18,8,2,25,Moderado
2016,3,2016-03-01,Norte,RO,Porto Velho,BR-227,Atropelamento,Ensolarado,Tarde,16,11,0,45,Leve
2016,3,2016-03-01,Norte,RO,Porto Velho,BR-594,Capotamento,Ensolarado,Noite,19,15,1,26,Moderado
2016,3,2016-03-01,Norte,TO,Palmas,BR-828,Atropelamento,Ensolarado,Madrugada,15,16,0,24,Moderado
2016,3,2016-03-01,Norte,TO,Palmas,BR-858,Tombamento,Nublado,Manhã,22,18,1,32,Moderado
2016,3,2016-03-01,Nordeste,BA,Salvador,BR-688,Capotamento,Ensolarado,Tarde,14,7,0,29,Leve
2016,3,2016-03-01,Nordeste,BA,Salvador,BR-580,Saída de pista,Ensolarado,Madrugada,20,23,0,31,Moderado
2016,3,2016-03-01,Nordeste,BA,Feira de Santana,BR-319,Colisão,Ensolarado,Tarde,30,16,0,34,Moderado
2016,3,2016-03-01,Nordeste,BA,Feira de Santana,BR-362,Saída de pista,Chuva,Tarde,32,23,2,45,Grave
2016,3,2016-03-01,Nordeste,PE,Recife,BR-373,Tombamento,Nublado,Noite,27,24,1,46,Moderado
2016,3,2016-03-01,Nordeste,PE,Recife,BR-38,Saída de pista,Chuva,Noite,16,11,0,24,Leve
2016,3,2016-03-01,Nordeste,PE,Jaboatão dos Guararapes,BR-134,Colisão,Chuva,Noite,21,16,1,38,Moderado
2016,3,2016-03-01,Nordeste,PE,Jaboatão dos Guararapes,BR-264,Tombamento,Ensolarado,Noite,19,9,1,39,Moderado
2016,3,2016-03-01,Nordeste,CE,Fortaleza,BR-203,Atropelamento,Ensolarado,Manhã,24,16,1,28,Moderado
2016,3,2016-03-01,Nordeste,CE,Fortaleza,BR-302,Capotamento,Ensolarado,Manhã,14,7,1,22,Moderado
2016,3,2016-03-01,Nordeste,CE,Juazeiro do Norte,BR-808,Atropelamento,Chuva,Manhã,21,21,2,42,Grave
2016,3,2016-03-01,Nordeste,CE,Juazeiro do Norte,BR-627,Tombamento,Ensolarado,Madrugada,24,14,1,30,Moderado
2016,3,2016-03-01,Nordeste,MA,São Luís,BR-300,Tombamento,Ensolarado,Manhã,12,9,1,13,Moderado
2016,3,2016-03-01,Nordeste,MA,São Luís,BR-226,Colisão,Ensolarado,Noite,29,15,1,44,Moderado
2016,3,2016-03-01,Nordeste,PB,João Pessoa,BR-967,Atropelamento,Nublado,Manhã,21,17,0,33,Moderado
2016,3,2016-03-01,Nordeste,PB,João Pessoa,BR-350,Colisão,Neblina,Manhã,17,5,1,18,Moderado
2016,3,2016-03-01,Centro-Oeste,DF,Brasília,BR-48,Tombamento,Ensolarado,Tarde,15,13,0,19,Leve
2016,3,2016-03-01,Centro-Oeste,DF,Brasília,BR-140,Saída de pista,Ensolarado,Noite,23,15,1,34,Moderado
2016,3,2016-03-01,Centro-Oeste,GO,Goiânia,BR-587,Saída de pista,Nublado,Tarde,12,4,1,21,Moderado
2016,3,2016-03-01,Centro-Oeste,GO,Goiânia,BR-315,Colisão,Nublado,Noite,17,8,0,29,Leve
2016,3,2016-03-01,Centro-Oeste,GO,Aparecida de Goiânia,BR-38,Atropelamento,Nublado,Tarde,19,16,0,38,Moderado
2016,3,2016-03-01,Centro-Oeste,GO,Aparecida de Goiânia,BR-176,Tombamento,Ensolarado,Madrugada,18,17,0,29,Moderado
2016,3,2016-03-01,Centro-Oeste,MT,Cuiabá,BR-41,Tombamento,Ensolarado,Manhã,19,14,1,26,Moderado
2016,3,2016-03-01,Centro-Oeste,MT,Cuiabá,BR-407,Saída de pista,Ensolarado,Tarde,17,10,0,31,Leve
2016,3,2016-03-01,Centro-Oeste,MS,Campo Grande,BR-56,Colisão,Ensolarado,Noite,13,2,1,23,Moderado
2016,3,2016-03-01,Centro-Oeste,MS,Campo Grande,BR-25,Saída de pista,Chuva,Noite,24,21,0,31,Moderado
2016,3,2016-03-01,Sudeste,SP,São Paulo,BR-598,Tombamento,Chuva,Noite,22,16,0,41,Moderado
2016,3,2016-03-01,Sudeste,SP,São Paulo,BR-678,Colisão,Nublado,Tarde,13,9,0,23,Leve
2016,3,2016-03-01,Sudeste,SP,Campinas,BR-42,Capotamento,Neblina,Manhã,18,15,0,30,Moderado
2016,3,2016-03-01,Sudeste,SP,Campinas,BR-967,Saída de pista,Chuva,Noite,35,27,1,49,Moderado
2016,3,2016-03-01,Sudeste,SP,Ribeirão Preto,BR-54,Colisão,Ensolarado,Madrugada,25,15,0,45,Moderado
2016,3,2016-03-01,Sudeste,SP,Ribeirão Preto,BR-340,Tombamento,Ensolarado,Noite,23,14,0,33,Leve
2016,3,2016-03-01,Sudeste,RJ,Rio de Janeiro,BR-68,Atropelamento,Chuva,Madrugada,17,14,1,21,Moderado
2016,3,2016-03-01,Sudeste,RJ,Rio de Janeiro,BR-833,Colisão,Nublado,Noite,14,6,0,21,Leve
2016,3,2016-03-01,Sudeste,RJ,Niterói,BR-575,Tombamento,Neblina,Manhã,13,5,0,18,Leve
2016,3,2016-03-01,Sudeste,RJ,Niterói,BR-324,Saída de pista,Ensolarado,Madrugada,14,5,0,21,Leve
2016,3,2016-03-01,Sudeste,RJ,Nova Iguaçu,BR-334,Tombamento,Nublado,Tarde,21,19,2,36,Grave
2016,3,2016-03-01,Sudeste,RJ,Nova Iguaçu,BR-929,Colisão,Nublado,Noite,17,11,0,32,Leve
2016,3,2016-03-01,Sudeste,RJ,Petrópolis,BR-432,Saída de pista,Ensolarado,Noite,17,7,0,36,Leve
2016,3,2016-03-01,Sudeste,RJ,Petrópolis,BR-429,Tombamento,Ensolarado,Tarde,31,17,3,50,Grave
2016,3,2016-03-01,Sudeste,MG,Belo Horizonte,BR-180,Saída de pista,Ensolarado,Madrugada,21,13,0,26,Leve
2016,3,2016-03-01,Sudeste,MG,Belo Horizonte,BR-824,Atropelamento,Ensolarado,Manhã,16,11,2,20,Moderado
2016,3,2016-03-01,Sudeste,MG,Uberlândia,BR-553,Saída de pista,Chuva,Tarde,24,21,1,29,Moderado
2016,3,2016-03-01,Sudeste,MG,Uberlândia,BR-611,Atropelamento,Ensolarado,Madrugada,21,10,0,42,Leve
2016,3,2016-03-01,Sudeste,MG,Juiz de Fora,BR-605,Saída de pista,Chuva,Madrugada,24,15,0,47,Moderado
2016,3,2016-03-01,Sudeste,MG,Juiz de Fora,BR-13,Colisão,Ensolarado,Madrugada,16,11,0,17,Leve
2016,3,2016-03-01,Sudeste,ES,Vitória,BR-869,Saída de pista,Nublado,Noite,26,23,0,39,Moderado
2016,3,2016-03-01,Sudeste,ES,Vitória,BR-888,Capotamento,Ensolarado,Noite,12,8,0,22,Leve
2016,3,2016-03-01,Sudeste,ES,Vila Velha,BR-337,Colisão,Nublado,Manhã,15,5,0,30,Leve
2016,3,2016-03-01,Sudeste,ES,Vila Velha,BR-657,Capotamento,Neblina,Madrugada,28,20,1,44,Moderado
2016,3,2016-03-01,Sudeste,ES,Serra,BR-363,Atropelamento,Ensolarado,Manhã,17,10,1,38,Moderado
2016,3,2016-03-01,Sudeste,ES,Serra,BR-372,Capotamento,Ensolarado,Noite,13,9,0,21,Leve
2016,3,2016-03-01,Sul,PR,Curitiba,BR-233,Capotamento,Neblina,Madrugada,11,9,0,21,Leve
2016,3,2016-03-01,Sul,PR,Curitiba,BR-354,Atropelamento,Nublado,Tarde,18,15,0,34,Moderado
2016,3,2016-03-01,Sul,PR,Londrina,BR-792,Tombamento,Nublado,Manhã,17,9,0,27,Leve
2016,3,2016-03-01,Sul,PR,Londrina,BR-716,Capotamento,Ensolarado,Noite,16,6,0,26,Leve
2016,3,2016-03-01,Sul,SC,Florianópolis,BR-723,Saída de pista,Ensolarado,Madrugada,18,8,1,32,Moderado
2016,3,2016-03-01,Sul,SC,Florianópolis,BR-72,Capotamento,Ensolarado,Noite,16,11,0,25,Leve
2016,3,2016-03-01,Sul,SC,Joinville,BR-864,Capotamento,Nublado,Tarde,11,7,0,17,Leve
2016,3,2016-03-01,Sul,SC,Joinville,BR-691,Saída de pista,Ensolarado,Noite,33,17,0,52,Moderado
2016,3,2016-03-01,Sul,RS,Porto Alegre,BR-159,Capotamento,Ensolarado,Madrugada,19,12,0,40,Leve
2016,3,2016-03-01,Sul,RS,Porto Alegre,BR-931,Colisão,Chuva,Noite,26,13,2,35,Moderado
2016,3,2016-03-01,Sul,RS,Caxias do Sul,BR-886,Tombamento,Ensolarado,Madrugada,17,7,0,22,Leve
2016,3,2016-03-01,Sul,RS,Caxias do Sul,BR-245,Saída de pista,Ensolarado,Manhã,11,7,0,27,Leve
2016,4,2016-04-01,Norte,AM,Manaus,BR-322,Saída de pista,Nublado,Tarde,18,12,0,36,Leve
2016,4,2016-04-01,Norte,AM,Manaus,BR-825,Tombamento,Ensolarado,Noite,17,12,1,25,Moderado
2016,4,2016-04-01,Norte,PA,Belém,BR-305,Atropelamento,Ensolarado,Noite,18,13,1,26,Moderado
2016,4,2016-04-01,Norte,PA,Belém,BR-707,Colisão,Ensolarado,Madrugada,16,15,2,26,Grave
2016,4,2016-04-01,Norte,PA,Santarém,BR-811,Atropelamento,Ensolarado,Manhã,19,11,1,26,Moderado
2016,4,2016-04-01,Norte,PA,Santarém,BR-610,Capotamento,Ensolarado,Tarde,17,18,0,34,Moderado
2016,4,2016-04-01,Norte,RO,Porto Velho,BR-536,Saída de pista,Ensolarado,Manhã,15,9,0,31,Leve
2016,4,2016-04-01,Norte,RO,Porto Velho,BR-975,Capotamento,Ensolarado,Noite,11,8,0,20,Leve
2016,4,2016-04-01,Norte,TO,Palmas,BR-45,Atropelamento,Ensolarado,Madrugada,18,10,2,32,Moderado
2016,4,2016-04-01,Norte,TO,Palmas,BR-414,Capotamento,Ensolarado,Manhã,18,14,0,22,Leve
2016,4,2016-04-01,Nordeste,BA,Salvador,BR-801,Tombamento,Nublado,Tarde,21,14,1,42,Moderado
2016,4,2016-04-01,Nordeste,BA,Salvador,BR-120,Atropelamento,Ensolarado,Manhã,17,13,0,26,Leve
2016,4,2016-04-01,Nordeste,BA,Feira de Santana,BR-554,Tombamento,Neblina,Noite,21,20,0,46,Moderado
2016,4,2016-04-01,Nordeste,BA,Feira de Santana,BR-564,Capotamento,Ensolarado,Manhã,19,16,1,35,Moderado
2016,4,2016-04-01,Nordeste,PE,Recife,BR-551,Saída de pista,Chuva,Madrugada,19,11,0,27,Leve
2016,4,2016-04-01,Nordeste,PE,Recife,BR-448,Capotamento,Chuva,Manhã,19,21,1,23,Moderado
2016,4,2016-04-01,Nordeste,PE,Jaboatão dos Guararapes,BR-251,Saída de pista,Ensolarado,Tarde,10,12,1,21,Moderado
2016,4,2016-04-01,Nordeste,PE,Jaboatão dos Guararapes,BR-784,Colisão,Chuva,Madrugada,25,19,3,44,Grave
2016,4,2016-04-01,Nordeste,CE,Fortaleza,BR-622,Capotamento,Ensolarado,Tarde,10,5,1,17,Moderado
2016,4,2016-04-01,Nordeste,CE,Fortaleza,BR-534,Atropelamento,Ensolarado,Noite,17,16,1,36,Moderado
2016,4,2016-04-01,Nordeste,CE,Juazeiro do Norte,BR-534,Tombamento,Ensolarado,Madrugada,17,18,0,23,Moderado
2016,4,2016-04-01,Nordeste,CE,Juazeiro do Norte,BR-468,Colisão,Ensolarado,Noite,20,17,0,29,Moderado
2016,4,2016-04-01,Nordeste,MA,São Luís,BR-800,Tombamento,Chuva,Noite,31,21,0,51,Moderado
2016,4,2016-04-01,Nordeste,MA,São Luís,BR-989,Colisão,Nublado,Noite,16,16,1,19,Moderado
2016,4,2016-04-01,Nordeste,PB,João Pessoa,BR-22,Saída de pista,Chuva,Madrugada,26,14,0,39,Leve
2016,4,2016-04-01,Nordeste,PB,João Pessoa,BR-871,Capotamento,Nublado,Tarde,26,21,1,49,Moderado
2016,4,2016-04-01,Centro-Oeste,DF,Brasília,BR-591,Atropelamento,Chuva,Madrugada,23,13,3,21,Grave
2016,4,2016-04-01,Centro-Oeste,DF,Brasília,BR-197,Saída de pista,Ensolarado,Manhã,13,6,0,18,Leve
2016,4,2016-04-01,Centro-Oeste,GO,Goiânia,BR-353,Saída de pista,Ensolarado,Manhã,17,7,0,18,Leve
2016,4,2016-04-01,Centro-Oeste,GO,Goiânia,BR-358,Capotamento,Nublado,Noite,19,14,3,29,Grave
2016,4,2016-04-01,Centro-Oeste,GO,Aparecida de Goiânia,BR-267,Colisão,Nublado,Madrugada,20,21,1,44,Moderado
2016,4,2016-04-01,Centro-Oeste,GO,Aparecida de Goiânia,BR-708,Saída de pista,Ensolarado,Madrugada,18,12,0,27,Leve
2016,4,2016-04-01,Centro-Oeste,MT,Cuiabá,BR-221,Tombamento,Ensolarado,Madrugada,15,8,1,20,Moderado
2016,4,2016-04-01,Centro-Oeste,MT,Cuiabá,BR-387,Atropelamento,Nublado,Noite,22,8,0,32,Leve
2016,4,2016-04-01,Centro-Oeste,MS,Campo Grande,BR-780,Colisão,Nublado,Manhã,23,25,0,35,Moderado
2016,4,2016-04-01,Centro-Oeste,MS,Campo Grande,BR-381,Atropelamento,Nublado,Tarde,20,11,0,36,Leve
2016,4,2016-04-01,Sudeste,SP,São Paulo,BR-582,Tombamento,Chuva,Tarde,17,12,0,32,Leve
2016,4,2016-04-01,Sudeste,SP,São Paulo,BR-682,Capotamento,Ensolarado,Manhã,24,18,1,41,Moderado
2016,4,2016-04-01,Sudeste,SP,Campinas,BR-697,Tombamento,Nublado,Madrugada,12,11,0,12,Leve
2016,4,2016-04-01,Sudeste,SP,Campinas,BR-487,Capotamento,Chuva,Tarde,33,20,0,59,Moderado
2016,4,2016-04-01,Sudeste,SP,Ribeirão Preto,BR-852,Colisão,Nublado,Tarde,20,17,2,24,Grave
2016,4,2016-04-01,Sudeste,SP,Ribeirão Preto,BR-448,Capotamento,Ensolarado,Madrugada,17,10,0,44,Leve
2016,4,2016-04-01,Sudeste,RJ,Rio de Janeiro,BR-866,Colisão,Ensolarado,Noite,18,13,0,25,Leve
2016,4,2016-04-01,Sudeste,RJ,Rio de Janeiro,BR-415,Saída de pista,Nublado,Noite,19,10,0,28,Leve
2016,4,2016-04-01,Sudeste,RJ,Niterói,BR-841,Atropelamento,Ensolarado,Tarde,17,6,0,19,Leve
2016,4,2016-04-01,Sudeste,RJ,Niterói,BR-711,Capotamento,Ensolarado,Manhã,23,15,0,47,Moderado
2016,4,2016-04-01,Sudeste,RJ,Nova Iguaçu,BR-571,Capotamento,Nublado,Madrugada,11,6,1,11,Moderado
2016,4,2016-04-01,Sudeste,RJ,Nova Iguaçu,BR-127,Atropelamento,Ensolarado,Noite,16,7,1,30,Moderado
2016,4,2016-04-01,Sudeste,RJ,Petrópolis,BR-15,Atropelamento,Ensolarado,Tarde,22,18,1,39,Moderado
2016,4,2016-04-01,Sudeste,RJ,Petrópolis,BR-52,Colisão,Ensolarado,Manhã,21,12,0,29,Leve
2016,4,2016-04-01,Sudeste,MG,Belo Horizonte,BR-775,Colisão,Ensolarado,Noite,9,8,0,20,Leve
2016,4,2016-04-01,Sudeste,MG,Belo Horizonte,BR-969,Atropelamento,Chuva,Noite,18,19,0,20,Moderado
2016,4,2016-04-01,Sudeste,MG,Uberlândia,BR-541,Atropelamento,Ensolarado,Noite,17,9,0,19,Leve
2016,4,2016-04-01,Sudeste,MG,Uberlândia,BR-211,Colisão,Neblina,Noite,12,7,0,16,Leve
2016,4,2016-04-01,Sudeste,MG,Juiz de Fora,BR-339,Colisão,Nublado,Manhã,13,9,0,19,Leve
2016,4,2016-04-01,Sudeste,MG,Juiz de Fora,BR-238,Saída de pista,Nublado,Noite,25,21,0,41,Moderado
2016,4,2016-04-01,Sudeste,ES,Vitória,BR-731,Colisão,Chuva,Madrugada,20,14,1,32,Moderado
2016,4,2016-04-01,Sudeste,ES,Vitória,BR-813,Capotamento,Chuva,Manhã,28,21,0,47,Moderado
2016,4,2016-04-01,Sudeste,ES,Vila Velha,BR-133,Capotamento,Neblina,Manhã,21,15,0,30,Moderado
2016,4,2016-04-01,Sudeste,ES,Vila Velha,BR-669,Tombamento,Chuva,Manhã,22,14,0,33,Leve
2016,4,2016-04-01,Sudeste,ES,Serra,BR-335,Saída de pista,Nublado,Manhã,22,15,0,45,Moderado
2016,4,2016-04-01,Sudeste,ES,Serra,BR-70,Colisão,Neblina,Tarde,21,10,0,39,Leve
2016,4,2016-04-01,Sul,PR,Curitiba,BR-329,Tombamento,Nublado,Manhã,18,13,1,27,Moderado
2016,4,2016-04-01,Sul,PR,Curitiba,BR-961,Saída de pista,Nublado,Manhã,24,18,1,36,Moderado
2016,4,2016-04-01,Sul,PR,Londrina,BR-261,Tombamento,Chuva,Madrugada,28,24,1,51,Moderado
2016,4,2016-04-01,Sul,PR,Londrina,BR-227,Atropelamento,Ensolarado,Noite,12,8,0,24,Leve
2016,4,2016-04-01,Sul,SC,Florianópolis,BR-145,Atropelamento,Ensolarado,Tarde,19,21,1,28,Moderado
2016,4,2016-04-01,Sul,SC,Florianópolis,BR-375,Saída de pista,Chuva,Manhã,18,8,1,37,Moderado
2016,4,2016-04-01,Sul,SC,Joinville,BR-135,Tombamento,Ensolarado,Manhã,13,11,0,22,Leve
2016,4,2016-04-01,Sul,SC,Joinville,BR-264,Colisão,Ensolarado,Noite,22,21,2,39,Grave
2016,4,2016-04-01,Sul,RS,Porto Alegre,BR-769,Capotamento,Neblina,Madrugada,21,15,2,34,Grave
2016,4,2016-04-01,Sul,RS,Porto Alegre,BR-233,Tombamento,Neblina,Manhã,18,11,0,24,Leve
2016,4,2016-04-01,Sul,RS,Caxias do Sul,BR-417,Tombamento,Ensolarado,Manhã,16,13,1,30,Moderado
2016,4,2016-04-01,Sul,RS,Caxias do Sul,BR-62,Capotamento,Neblina,Manhã,16,11,0,24,Leve
2016,5,2016-05-01,Norte,AM,Manaus,BR-153,Colisão,Ensolarado,Tarde,20,14,0,28,Leve
2016,5,2016-05-01,Norte,AM,Manaus,BR-913,Tombamento,Chuva,Tarde,26,21,0,46,Moderado
2016,5,2016-05-01,Norte,PA,Belém,BR-132,Tombamento,Ensolarado,Noite,25,15,1,44,Moderado
2016,5,2016-05-01,Norte,PA,Belém,BR-177,Atropelamento,Ensolarado,Noite,15,10,0,27,Leve
2016,5,2016-05-01,Norte,PA,Santarém,BR-444,Colisão,Chuva,Madrugada,28,17,0,46,Moderado
2016,5,2016-05-01,Norte,PA,Santarém,BR-80,Capotamento,Chuva,Noite,24,12,0,31,Leve
2016,5,2016-05-01,Norte,RO,Porto Velho,BR-608,Tombamento,Nublado,Madrugada,15,13,0,22,Leve
2016,5,2016-05-01,Norte,RO,Porto Velho,BR-970,Colisão,Neblina,Madrugada,19,13,0,33,Leve
2016,5,2016-05-01,Norte,TO,Palmas,BR-765,Capotamento,Ensolarado,Tarde,18,17,0,28,Moderado
2016,5,2016-05-01,Norte,TO,Palmas,BR-276,Atropelamento,Chuva,Noite,18,23,0,33,Moderado
2016,5,2016-05-01,Nordeste,BA,Salvador,BR-502,Saída de pista,Neblina,Tarde,23,14,3,33,Grave
2016,5,2016-05-01,Nordeste,BA,Salvador,BR-737,Colisão,Chuva,Manhã,28,23,0,49,Moderado
2016,5,2016-05-01,Nordeste,BA,Feira de Santana,BR-851,Atropelamento,Nublado,Noite,18,14,0,24,Leve
2016,5,2016-05-01,Nordeste,BA,Feira de Santana,BR-829,Colisão,Chuva,Manhã,18,14,1,16,Moderado
2016,5,2016-05-01,Nordeste,PE,Recife,BR-667,Saída de pista,Ensolarado,Manhã,16,11,0,21,Leve
2016,5,2016-05-01,Nordeste,PE,Recife,BR-666,Atropelamento,Chuva,Tarde,15,16,0,24,Moderado
2016,5,2016-05-01,Nordeste,PE,Jaboatão dos Guararapes,BR-444,Tombamento,Ensolarado,Manhã,20,8,0,33,Leve
2016,5,2016-05-01,Nordeste,PE,Jaboatão dos Guararapes,BR-848,Saída de pista,Ensolarado,Noite,17,12,1,27,Moderado
2016,5,2016-05-01,Nordeste,CE,Fortaleza,BR-97,Colisão,Nublado,Manhã,14,8,0,23,Leve
2016,5,2016-05-01,Nordeste,CE,Fortaleza,BR-129,Saída de pista,Ensolarado,Noite,25,20,1,48,Moderado
2016,5,2016-05-01,Nordeste,CE,Juazeiro do Norte,BR-225,Saída de pista,Nublado,Tarde,18,18,1,32,Moderado
2016,5,2016-05-01,Nordeste,CE,Juazeiro do Norte,BR-163,Tombamento,Ensolarado,Tarde,17,9,0,26,Leve
2016,5,2016-05-01,Nordeste,MA,São Luís,BR-162,Tombamento,Ensolarado,Tarde,13,3,1,17,Moderado
2016,5,2016-05-01,Nordeste,MA,São Luís,BR-282,Colisão,Ensolarado,Tarde,19,12,1,32,Moderado
2016,5,2016-05-01,Nordeste,PB,João Pessoa,BR-799,Tombamento,Chuva,Tarde,20,17,2,39,Grave
2016,5,2016-05-01,Nordeste,PB,João Pessoa,BR-89,Colisão,Ensolarado,Tarde,17,9,0,17,Leve
2016,5,2016-05-01,Centro-Oeste,DF,Brasília,BR-722,Atropelamento,Neblina,Manhã,17,15,1,27,Moderado
2016,5,2016-05-01,Centro-Oeste,DF,Brasília,BR-641,Saída de pista,Chuva,Tarde,29,30,1,41,Grave
2016,5,2016-05-01,Centro-Oeste,GO,Goiânia,BR-814,Atropelamento,Chuva,Madrugada,25,19,3,39,Grave
2016,5,2016-05-01,Centro-Oeste,GO,Goiânia,BR-195,Capotamento,Nublado,Madrugada,17,2,0,31,Leve
2016,5,2016-05-01,Centro-Oeste,GO,Aparecida de Goiânia,BR-45,Tombamento,Ensolarado,Tarde,13,7,0,22,Leve
2016,5,2016-05-01,Centro-Oeste,GO,Aparecida de Goiânia,BR-28,Saída de pista,Ensolarado,Tarde,17,10,2,19,Moderado
2016,5,2016-05-01,Centro-Oeste,MT,Cuiabá,BR-363,Tombamento,Chuva,Manhã,26,26,1,46,Moderado
2016,5,2016-05-01,Centro-Oeste,MT,Cuiabá,BR-579,Capotamento,Chuva,Madrugada,14,10,0,23,Leve
2016,5,2016-05-01,Centro-Oeste,MS,Campo Grande,BR-846,Atropelamento,Chuva,Tarde,25,18,1,43,Moderado
2016,5,2016-05-01,Centro-Oeste,MS,Campo Grande,BR-879,Tombamento,Ensolarado,Madrugada,28,16,1,39,Moderado
2016,5,2016-05-01,Sudeste,SP,São Paulo,BR-90,Colisão,Neblina,Noite,17,13,0,21,Leve
2016,5,2016-05-01,Sudeste,SP,São Paulo,BR-17,Capotamento,Ensolarado,Noite,25,8,0,43,Leve
2016,5,2016-05-01,Sudeste,SP,Campinas,BR-986,Tombamento,Ensolarado,Madrugada,16,13,1,25,Moderado
2016,5,2016-05-01,Sudeste,SP,Campinas,BR-741,Saída de pista,Chuva,Madrugada,27,14,1,36,Moderado
2016,5,2016-05-01,Sudeste,SP,Ribeirão Preto,BR-396,Colisão,Ensolarado,Madrugada,21,15,0,35,Moderado
2016,5,2016-05-01,Sudeste,SP,Ribeirão Preto,BR-912,Capotamento,Chuva,Noite,20,16,2,35,Grave
2016,5,2016-05-01,Sudeste,RJ,Rio de Janeiro,BR-512,Capotamento,Nublado,Manhã,22,15,0,34,Moderado
2016,5,2016-05-01,Sudeste,RJ,Rio de Janeiro,BR-727,Colisão,Ensolarado,Manhã,17,14,0,29,Leve
2016,5,2016-05-01,Sudeste,RJ,Niterói,BR-742,Colisão,Ensolarado,Manhã,21,13,1,31,Moderado
2016,5,2016-05-01,Sudeste,RJ,Niterói,BR-593,Atropelamento,Ensolarado,Madrugada,21,13,0,38,Leve
2016,5,2016-05-01,Sudeste,RJ,Nova Iguaçu,BR-773,Tombamento,Ensolarado,Manhã,16,15,0,21,Moderado
2016,5,2016-05-01,Sudeste,RJ,Nova Iguaçu,BR-664,Saída de pista,Nublado,Manhã,20,20,1,22,Moderado
2016,5,2016-05-01,Sudeste,RJ,Petrópolis,BR-951,Colisão,Nublado,Manhã,18,7,1,24,Moderado
2016,5,2016-05-01,Sudeste,RJ,Petrópolis,BR-753,Atropelamento,Ensolarado,Tarde,19,11,0,27,Leve
2016,5,2016-05-01,Sudeste,MG,Belo Horizonte,BR-561,Tombamento,Nublado,Tarde,21,17,0,27,Moderado
2016,5,2016-05-01,Sudeste,MG,Belo Horizonte,BR-90,Atropelamento,Ensolarado,Manhã,19,16,0,35,Moderado
2016,5,2016-05-01,Sudeste,MG,Uberlândia,BR-715,Capotamento,Chuva,Manhã,23,14,0,33,Leve
2016,5,2016-05-01,Sudeste,MG,Uberlândia,BR-712,Saída de pista,Nublado,Noite,14,11,0,22,Leve
2016,5,2016-05-01,Sudeste,MG,Juiz de Fora,BR-731,Saída de pista,Ensolarado,Madrugada,14,8,2,23,Moderado
2016,5,2016-05-01,Sudeste,MG,Juiz de Fora,BR-972,Capotamento,Ensolarado,Tarde,17,14,0,25,Leve
2016,5,2016-05-01,Sudeste,ES,Vitória,BR-48,Colisão,Ensolarado,Manhã,16,14,0,14,Leve
2016,5,2016-05-01,Sudeste,ES,Vitória,BR-437,Atropelamento,Ensolarado,Tarde,28,16,0,42,Moderado
2016,5,2016-05-01,Sudeste,ES,Vila Velha,BR-231,Capotamento,Nublado,Tarde,15,14,1,21,Moderado
2016,5,2016-05-01,Sudeste,ES,Vila Velha,BR-28,Saída de pista,Ensolarado,Tarde,14,4,1,28,Moderado
2016,5,2016-05-01,Sudeste,ES,Serra,BR-210,Tombamento,Neblina,Tarde,15,10,1,23,Moderado
2016,5,2016-05-01,Sudeste,ES,Serra,BR-500,Capotamento,Ensolarado,Tarde,15,6,1,31,Moderado
2016,5,2016-05-01,Sul,PR,Curitiba,BR-172,Atropelamento,Ensolarado,Manhã,20,15,0,41,Moderado
2016,5,2016-05-01,Sul,PR,Curitiba,BR-265,Colisão,Ensolarado,Tarde,17,11,0,27,Leve
